artista,musica,album,kmeans_cluster
Forever The Sickest Kids,Whoa Oh! (Me vs Everyone),Underdog Alma Mater,4
Simple Plan,Take My Hand,Simple Plan,4
Creed,One Last Breath,Weathered,2
Creed,One Last Breath,Weathered,4
Alabama Shakes,Hold On,Boys & Girls,4
Alabama Shakes,Hold On,Boys & Girls,8
Alabama Shakes,Hold On,Boys & Girls,0
Alabama Shakes,Hold On,Boys & Girls,0
Alabama Shakes,Hold On,Boys & Girls,7
Phantogram,Let Me Go,Eyelid Movies,4
Phantogram,Let Me Go,Eyelid Movies,4
Hinder,Lips Of An Angel,Extreme Behavior,4
Hinder,Lips Of An Angel,Extreme Behavior,4
The Spill Canvas,Staplegunned,"Punk Goes Acoustic, Vol. 2",4
Jordan Feliz,The River,Beloved,4
Jordan Feliz,The River,Beloved,4
A Day To Remember,All Signs Point to Lauderdale,What Separates Me From You,4
Pierce The Veil,Bulletproof Love,Selfish Machines,4
Lustra,Scotty Doesn't Know,Left For Dead,4
Panic! At The Disco,Always,Vices & Virtues,4
Panic! At The Disco,Always,Vices & Virtues,4
Motion City Soundtrack,The Future Freaks Me Out,I Am The Movie,4
Motion City Soundtrack,The Future Freaks Me Out,I Am The Movie,4
Creed,With Arms Wide Open,Human Clay,2
3 Doors Down,Here Without You,Away From The Sun,2
3 Doors Down,Here Without You,Away From The Sun,2
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),Hot Mess,4
Jimmy Eat World,Hear You Me,Bleed American,2
The Offspring,"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",4
The Offspring,"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",4
The Offspring,"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",4
Sum 41,Still Waiting,Does This Look Infected?,4
Sum 41,Still Waiting,Does This Look Infected?,4
Sum 41,Still Waiting,Does This Look Infected?,4
Bowling For Soup,High School Never Ends - Main Version - Explicit,The Great Burrito Extortion Case,4
Yellowcard,Way Away,Ocean Avenue,4
The Killers,Somebody Told Me,Hot Fuss,4
Rise Against,Savior,Appeal To Reason,4
Rise Against,Savior,Appeal To Reason,4
Blue October,Chameleon Boy,History For Sale,2
Avenged Sevenfold,Seize the Day,City Of Evil,4
Evanescence,Everybody's Fool,Fallen,4
Evanescence,Call Me When You're Sober,The Open Door,4
Evanescence,Call Me When You're Sober,The Open Door,4
A Day To Remember,You Had Me At Hello,And Their Name Was Treason,2
Puddle Of Mudd,Blurry,Come Clean,4
Charlene Soraia,Wherever You Will Go,Love is The Law,4
Stone Sour,Through Glass,Come What(ever) May,4
Marcy Playground,Good Times,Leaving Wonderland...in a fit of rage,4
Marcy Playground,Good Times,Leaving Wonderland...in a fit of rage,1
The Offspring,The Kids Aren't Alright,Americana,4
The Offspring,The Kids Aren't Alright,Americana,4
Wheatus,Teenage Dirtbag,Wheatus,4
Wheatus,Teenage Dirtbag,Wheatus,4
Blue October,Into The Ocean,Foiled,6
blink-182,Stay Together For The Kids,Take Off Your Pants And Jacket,4
HAIM,Right Now,Something To Tell You,4
HAIM,Right Now,Something To Tell You,7
The Offspring,Self Esteem,Greatest Hits,4
The Offspring,Self Esteem,Greatest Hits,4
The Story So Far,Nerve,The Story So Far,4
Fuel,Hemorrhage (In My Hands),Something Like Human,4
Sleeping At Last,Already Gone,"Covers, Vol. 2",4
Cold,Stupid Girl,Year Of The Spider,4
Daughtry,What About Now,Daughtry (Deluxe Edition),4
Hinder,Better Than Me,Extreme Behavior,2
Linkin Park,BURN IT DOWN,LIVING THINGS,4
Three Days Grace,Last to Know,Life Starts Now,2
Aerosmith,Dream On,Aerosmith,2
George Michael,Careless Whisper,The Final,4
Skillet,One Day Too Late,Awake,4
Shinedown,Second Chance,The Sound of Madness,4
Shinedown,Second Chance,The Sound of Madness,4
Mumford & Sons,Little Lion Man,Sigh No More,2
Mumford & Sons,Little Lion Man,Sigh No More,4
Mumford & Sons,The Cave,Sigh No More,2
Mumford & Sons,Winter Winds,Sigh No More,2
Lennon & Maisy,Ain't No Rest for the Wicked,Ain't No Rest for the Wicked,4
Anberlin,Enjoy The Silence,Punk Goes 90's,4
Anberlin,Feel Good Drag,New Surrender,4
Anberlin,Never Take Friendship Personal,Never Take Friendship Personal,2
Mudvayne,Dig,Original Album Classics,4
Nirvana,Come As You Are,Nevermind,4
Arctic Monkeys,R U Mine?,AM,4
The Fray,How to Save a Life,How To Save A Life,4
Rascal Flatts,What Hurts The Most,Me And My Gang,4
CeeLo Green,Forget You,The Lady Killer,4
Red Hot Chili Peppers,By The Way,By The Way,4
Secondhand Serenade,Fall For You,A Twist In My Story,2
Kelly Clarkson,Since U Been Gone,Breakaway,4
Kelly Clarkson,Since U Been Gone,Breakaway,4
Escape the Fate,Situations,Dying Is Your Latest Fashion,4
Escape the Fate,Situations,Dying Is Your Latest Fashion,4
The Fray,Over My Head (Cable Car),How To Save A Life,4
A Rocket To The Moon,Like We Used To,On Your Side,4
Sixpence None The Richer,Kiss Me,Sixpence None the Richer,4
Breaking Benjamin,Dance With The Devil,Phobia,4
Marianas Trench,Ever After,Ever After,2
Marianas Trench,Ever After,Ever After,2
The Red Jumpsuit Apparatus,Cat And Mouse,Don't You Fake It,2
Ben Rector,When I'm With You,The Walking in Between,4
Plain White T's,Hate (I Really Don't Like You),Every Second Counts,4
The Cab,Temporary Bliss,Symphony Soldier,4
Phildel,Beside You,The Disappearance of the Girl,2
Finger Eleven,Paralyzer,Them Vs. You Vs. Me,4
Sick Puppies,All The Same,Dressed Up As Life,2
Blue October,A Quiet Mind,History For Sale,2
Mayday Parade,Hold Onto Me,Monsters In The Closet,2
Bullet For My Valentine,Tears Don't Fall,The Poison,4
Bullet For My Valentine,Tears Don't Fall,The Poison,4
Go Radio,I Won't Lie,Close The Distance,4
Cashmere Cat,With Me,With Me,4
Cashmere Cat,With Me,With Me,7
We The Kings,Say You Like Me,Sunshine State of Mind,4
All Time Low,Jasey Rae (Acoustic),Put Up or Shut Up (Deluxe Version),2
The Audition,My Temperature Is Rising,Self-Titled Album,4
3 Doors Down,Away From The Sun,Away From The Sun,2
Post Malone,Cold,Stoney,4
Post Malone,Cold,Stoney,7
Avenged Sevenfold,So Far Away,Nightmare,4
Chevelle,The Red,Wonder What's Next,4
Breaking Benjamin,Dear Agony,Dear Agony,4
Seether,Fine Again,Disclaimer,4
Daughtry,Life After You,Leave This Town,4
A Day To Remember,Have Faith In Me,Homesick,4
Breaking Benjamin,Breath,Phobia,4
Breaking Benjamin,Breath,Phobia,4
Stone Sour,Bother,Stone Sour,8
Falling In Reverse,Just Like You,Just Like You,4
Seether,Fake It,Finding Beauty In Negative Spaces,4
Slipknot,Snuff,All Hope Is Gone,2
Scary Kids Scaring Kids,The Deep End,Scary Kids Scaring Kids,4
Breaking Benjamin,I Will Not Bow,Dear Agony,4
Alter Bridge,Watch Over You,Blackbird,2
Imagine Dragons,The Unknown,Smoke + Mirrors,2
Modest Mouse,Float On,Good News For People Who Love Bad News,4
Pierce The Veil,Caraphernelia,Selfish Machines,4
The Red Jumpsuit Apparatus,Your Guardian Angel,Don't You Fake It,2
Bring Me The Horizon,Diamonds Aren't Forever,Suicide Season Cut Up!,4
Gotye,Somebody That I Used To Know,Making Mirrors,4
Gotye,Somebody That I Used To Know,Making Mirrors,6
Yellowcard,Breathing,Ocean Avenue,4
3 Doors Down,It's Not My Time,3 Doors Down,4
Kodaline,All I Want,In A Perfect World,4
Kodaline,All I Want,In A Perfect World,8
Kodaline,All I Want,In A Perfect World,0
Panama,It's Not Over,It's Not Over,4
Melanie Martinez,Dead To Me,Dollhouse EP,2
Shawn Mendes,Stitches,Handwritten,4
Shawn Mendes,Stitches,Handwritten,1
Kurt Hugo Schneider,I Knew You Were Trouble,I Knew You Were Trouble,4
Three Days Grace,Animal I Have Become,One-X,4
Skillet,Rebirthing,Comatose,4
Fall Out Boy,I Slept With Someone In Fall Out Boy And All I Got Was This Stupid Song Written About Me,From Under The Cork Tree,4
Steph Lecor,Saturday,Saturday,4
Steph Lecor,Saturday,Saturday,1
blink-182,She's Out Of Her Mind,California,4
blink-182,She's Out Of Her Mind,California,4
The Maine,Black Butterflies and Déjà Vu,Lovely Little Lonely,4
Sturgill Simpson,In Bloom,A Sailor's Guide to Earth,4
Made in Heights,Slow Burn,Without My Enemy What Would I Do,4
Foo Fighters,Everlong,The Colour And The Shape,4
The Cab,One Of THOSE Nights,Whisper War,4
Green Day,Youngblood,Revolution Radio,4
Pierce The Veil,Bulls In The Bronx,Collide With The Sky,4
Real Friends,Late Nights in My Car,Put Yourself Back Together,4
The Summer Set,Chelsea,Love Like This,4
The Summer Set,Chelsea,Love Like This,4
New Found Glory,King Of Wishful Thinking,From The Screen To Your Stereo Part II,4
Papa Roach,...To Be Loved,The Paramour Sessions,4
Flyleaf,Fully Alive,Flyleaf,4
The Killers,Spaceman,Day & Age,4
American Hi-Fi,The Art Of Losing,The Art Of Losing,4
Sum 41,The Hell Song,Does This Look Infected?,4
Denim Blue & Miclain Keith,Hot Mess,The Abyss,4
The Maine,Girls Do What They Want,Can't Stop Won't Stop,4
Big Sean,Ashley,Hall Of Fame,4
Escape the Fate,Not Good Enough For Truth In Cliche',Dying Is Your Latest Fashion,4
Escape the Fate,Not Good Enough For Truth In Cliche',Dying Is Your Latest Fashion,4
Go Radio,Go To Hell,Close The Distance,4
Sleeping With Sirens,If You Can't Hang,Let's Cheers To This,4
Hollywood Undead,"This Love, This Hate",Swan Songs,4
The Ready Set,Love Like Woe,"I'm Alive, I'm Dreaming",4
Nirvana,Smells Like Teen Spirit,Nevermind,4
Nirvana,Smells Like Teen Spirit,Nevermind,4
Sugarcult,Bouncing Off The Walls,Start Static,4
Sugarcult,Bouncing Off The Walls,Start Static,4
Aminé,Dakota,Good For You,4
The Used,I Caught Fire,In Love And Death,4
The Used,I Caught Fire,In Love And Death,4
Issues,The Realest,Headspace,4
Neck Deep,Kick It,Rain In July,4
Chiodos,"The Words ""Best Friend"" Become Redefined",All's Well That Ends Well,4
The White Stripes,Blue Orchid,Get Behind Me Satan,4
High School Musical Cast,"Right Here, Right Now",High School Musical 3: Senior Year,4
Death Cab for Cutie,Black Sun,Kintsugi,2
Death Cab for Cutie,Transatlanticism,Transatlanticism,8
Third Eye Blind,Graduate,Third Eye Blind,4
Dance Gavin Dance,Uneasy Hearts Weigh The Most,Dance Gavin Dance,4
3OH!3,Déjà Vu,Streets Of Gold,4
Sleeping With Sirens,"If I'm James Dean, You're Audrey Hepburn",With Ears To See And Eyes To Hear,4
Falling In Reverse,The Drug In Me Is You,The Drug In Me Is You,4
Falling In Reverse,The Drug In Me Is You,The Drug In Me Is You,4
All Time Low,Weightless,Nothing Personal (Deluxe Version),4
All Time Low,Weightless,Nothing Personal (Deluxe Version),4
Brand New,The Quiet Things That No One Ever Knows,Deja Entendu,4
Brand New,The Quiet Things That No One Ever Knows,Deja Entendu,4
Bridgit Mendler,Blonde,Hello My Name Is...,4
Fall Out Boy,Irresistible,Irresistible,4
Fall Out Boy,Irresistible,Irresistible,4
Lady Gaga,You And I,Born This Way,4
The All-American Rejects,I Wanna,When The World Comes Down,4
The All-American Rejects,I Wanna,When The World Comes Down,4
Linkin Park,Papercut,Hybrid Theory,4
Man Overboard,"Love Your Friends, Die Laughing",Man Overboard Deluxe Reissue,4
Something Corporate,Punk Rock Princess,Leaving Through The Window,4
Finch,Letters To You,What It Is To Burn,4
Finch,Letters To You,What It Is To Burn,4
Underoath,Reinventing Your Exit,They're Only Chasing Safety,4
RKCB,Elevated,Elevated,4
Silverstein,Smile In Your Sleep,Discovering the Waterfront,4
Senses Fail,Buried A Lie,Let It Enfold You,4
The Ataris,In This Diary,"So Long, Astoria",4
Four Year Strong,"Heroes Get Remembered, Legends Never Die",Rise Or Die Trying,4
New Found Glory,All Downhill From Here,Catalyst,4
All Time Low,Take Cover,"Straight To DVD II: Past, Present, and Future Hearts",4
A Day To Remember,The Plot to Bomb the Panhandle,For Those Who Have Heart Re-Issue,4
Limp Bizkit,Rollin' (Air Raid Vehicle),Chocolate Starfish And The Hot Dog Flavored Water,4
Limp Bizkit,Rollin' (Air Raid Vehicle),Chocolate Starfish And The Hot Dog Flavored Water,4
Shane Harper,One Step Closer,Shane Harper,4
Bob Dylan,Hurricane,Desire,4
Underoath,It's Dangerous Business Walking Out Your Front Door,They're Only Chasing Safety,4
Neck Deep,Can't Kick Up The Roots,Life's Not Out To Get You,4
New Found Glory,Understatement,Sticks and Stones,4
The Early November,I Want To Hear You Sad,For All Of This,4
The Used,Take It Away,In Love And Death,4
With Confidence,Voldemort,Better Weather,4
Mura Masa,Firefly,Someday Somewhere,4
Mura Masa,Firefly,Someday Somewhere,6
Alkaline Trio,Mercy Me,Crimson,4
A Day To Remember,Right Back At It Again,Common Courtesy,4
blink-182,Dumpweed,Enema Of The State,4
Four Year Strong,Wasting Time (Eternal Summer),Enemy Of The World,4
The Mighty Mighty Bosstones,The Impression That I Get,Let's Face It,4
Green Day,Welcome to Paradise,Dookie,4
The Story So Far,Empty Space,What You Don't See,4
Real Friends,Mess,The Home Inside My Head,4
Real Friends,Mess,The Home Inside My Head,7
New Found Glory,Hit Or Miss,Nothing Gold Can Stay,4
Weezer,My Name Is Jonas,Weezer,4
At The Drive In,One Armed Scissor,Relationship Of Command,4
The Wonder Years,Came Out Swinging,Suburbia I've Given You All and Now I'm Nothing,4
Vampire Weekend,Holiday,Contra,4
Vampire Weekend,Holiday,Contra,4
Saves The Day,Shoulder to the Wheel,Through Being Cool,4
The Story So Far,Quicksand,Under Soil and Dirt,4
Avenged Sevenfold,Bat Country,City Of Evil,4
Straylight Run,The Tension and the Terror,Straylight Run,4
Paramore,Ain't It Fun,Paramore,4
Weezer,Say It Ain't So,Weezer,2
Ingrid Michaelson,Giving Up,Be OK,2
Ingrid Michaelson,Giving Up,Be OK,0
Hawthorne Heights,Niki Fm,The Silence In Black and White - Re-Issue,2
Matchbook Romance,My Eyes Burn,Stories And Alibis,4
Taking Back Sunday,Bonus Mosh pt. II,Where You Want To Be,4
The Academy Is...,The Phrase That Pays,Almost Here,4
Say Anything,A Walk Through Hell,Is a Real Boy,6
Taking Back Sunday,You Know How I Do,Tell All Your Friends,4
The Starting Line,"Surprise, Surprise",Based On A True Story,4
The Wonder Years,I Don't Like Who I Was Then,No Closer To Heaven,4
Seven Lions,Strangers,Strangers,4
Tove Styrke,Borderline,Kiddo,4
Taking Back Sunday,Set Phasers To Stun,Where You Want To Be,4
Rancid,Ruby Soho,...And Out Come The Wolves,4
Jimmy Eat World,Bleed American,Bleed American,4
Senses Fail,Bite To Break Skin,Let It Enfold You,4
The Wonder Years,Local Man Ruins Everything,Suburbia I've Given You All and Now I'm Nothing,4
Senses Fail,Calling All Cars,Still Searching,4
Senses Fail,Calling All Cars,Still Searching,4
Modern Baseball,Your Graduation,You're Gonna Miss It All,4
James Arthur,Say You Won't Let Go,Back from the Edge,2
Ruth B.,Lost Boy,Safe Haven,8
Alex & Sierra,Little Do You Know,It's About Us,8
gnash,"i hate u, i love u (feat. olivia o'brien)",us,8
Mac Miller,Someone Like You,Watching Movies With The Sound Off,8
Mac Miller,Someone Like You,Watching Movies With The Sound Off,4
Calum Scott,Dancing On My Own,Dancing On My Own,8
Calum Scott,Dancing On My Own,Dancing On My Own,7
Sam Smith,I'm Not The Only One,In The Lonely Hour,2
Dillon Francis,When We Were Young,"Money Sucks, Friends Rule",2
Miley Cyrus,The Climb,The Time Of Our Lives,2
Ron Pope,A Drop In The Ocean,The Bedroom Demos,8
Demi Lovato,Skyscraper,Unbroken,4
Beyoncé,If I Were a Boy,I AM...SASHA FIERCE - Platinum Edition,2
Beyoncé,If I Were a Boy,I AM...SASHA FIERCE - Platinum Edition,0
Hannah Montana,I'll Always Remember You,Hannah Montana Forever,4
One Direction,You & I,Midnight Memories (Deluxe),2
One Direction,You & I,Midnight Memories (Deluxe),0
Alicia Keys,If I Ain't Got You,The Diary Of Alicia Keys,8
Zara Larsson,Uncover,Uncover,2
Joel Adams,Please Don't Go,Please Don't Go,4
Akon,Beautiful,Freedom,2
Akon,Beautiful,Freedom,0
Akon,Beautiful,Freedom,0
Akon,Beautiful,Freedom,0
Akon,Beautiful,Freedom,0
Akon,Beautiful,Freedom,6
Akon,Beautiful,Freedom,6
ZAYN,Dusk Till Dawn - Radio Edit,Dusk Till Dawn,2
James Horner,Rose,Titanic: Original Motion Picture Soundtrack - Collector's Anniversary Edition,8
Sam Smith,Too Good At Goodbyes,The Thrill Of It All,6
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium,2
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium,6
DJ Snake,Let Me Love You,Encore,6
DJ Snake,Let Me Love You,Encore,0
DJ Snake,Let Me Love You,Encore,7
DJ Snake,Let Me Love You,Encore,0
DJ Snake,Let Me Love You,Encore,0
Justin Bieber,Life Is Worth Living,Purpose,8
One Direction,They Don't Know About Us,Take Me Home: Yearbook Edition,2
Jessie J,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Flashlight,2
Tanzmarathon Orchester,Marry You,Let's Dance - Tanzmarathon 2013,4
Tanzmarathon Orchester,Marry You,Let's Dance - Tanzmarathon 2013,1
Perfect Two,Perfect Two,Perfect Two,6
James TW,When You Love Someone,First Impressions,2
Ariana Grande,Be Alright,Dangerous Woman,6
Ariana Grande,Be Alright,Dangerous Woman,2
Ed Sheeran,The A Team,+,8
Justin Bieber,That Should Be Me,My World 2.0,2
Mr. Probz,Nothing Really Matters,Nothing Really Matters,8
One Direction,Story of My Life,Midnight Memories (Deluxe),2
Kelly Clarkson,Because of You,Breakaway,2
Clean Bandit,Tears (feat. Louisa Johnson),Tears (feat. Louisa Johnson),4
Céline Dion,All By Myself,Falling Into You,8
Whitney Houston,I Will Always Love You,The Bodyguard - Original Soundtrack Album,8
Adele,Send My Love (To Your New Lover),25,6
Birdy,Skinny Love,Birdy,8
Christina Perri,A Thousand Years,A Thousand Years,2
Boyce Avenue,Thinking out Loud,"Cover Sessions, Vol. 2",6
Boyce Avenue,Thinking out Loud,"Cover Sessions, Vol. 2",6
Adele,Rolling in the Deep,21,4
James Morrison,You Give Me Something,Undiscovered,4
Niall Horan,This Town,Flicker,8
Gorgon City,Imagination,Sirens,2
Gorgon City,Imagination,Sirens,7
Logic,1-800-273-8255,Everybody,6
Shawn Mendes,Life Of The Party,Handwritten,2
Demi Lovato,This Is Me,Camp Rock Original Soundtrack,2
Haley Reinhart,Can't Help Falling in Love,Better,8
Rachel Platten,Fight Song,Wildfire,4
Zara Larsson,Never Forget You,So Good,4
Ida Laurberg,Puppy Dog Eyes,Puppy Dog Eyes,8
Glee Cast,Get It Right (Glee Cast Version),"Glee: The Music, The Complete Season Two",2
Bruno Mars,When I Was Your Man,Unorthodox Jukebox,8
Bruno Mars,When I Was Your Man,Unorthodox Jukebox,2
James Bay,Let It Go,Chaos And The Calm,8
James Bay,Let It Go,Chaos And The Calm,0
James Bay,Let It Go,Chaos And The Calm,7
MAX,Lights Down Low,Hell's Kitchen Angel,2
Tori Kelly,I Was Made For Loving You,Unbreakable Smile,8
Daniela Andrade,La Vie En Rose,La Vie En Rose,8
Kanye West,Mercy,Mercy,2
Kanye West,Mercy,Mercy,7
Kanye West,Mercy,Mercy,1
Marques Houston,Naked,Naked,2
Adele,Make You Feel My Love,19,8
Kelly Clarkson,Piece by Piece - Idol Version,Piece By Piece Remixed,8
Adele,Hometown Glory,19,8
Gavin James,Nervous - Acoustic,Nervous,8
Michael Christopher,I Won't Give Up,I Won't Give Up - Single,8
Céline Dion,It's All Coming Back to Me Now,Falling Into You,8
Adele,Turning Tables,21,8
Leona Lewis,Take A Bow,Spirit,6
OneRepublic,Wherever I Go,Oh My My,4
Ed Sheeran,Castle on the Hill - Acoustic,Castle on the Hill,6
Ruth B.,Superficial Love,The Intro,8
Disturbed,Warrior,Asylum,8
Troy And Gabriella,Gotta Go My Own Way,Gotta Go My Own Way,4
Olivia O'Brien,hate u love u,hate u love u,8
Labrinth,Jealous,Jealous,8
Labrinth,Jealous,Jealous,8
Labrinth,Jealous,Jealous,8
Labrinth,Jealous,Jealous,6
X Ambassadors,Unsteady,VHS,2
Sam Smith,Lay Me Down,In The Lonely Hour,8
Seether,Remedy,Karma and Effect,8
OneRepublic,Apologize,Dreaming Out Loud,2
OneRepublic,Apologize,Dreaming Out Loud,7
OneRepublic,Apologize,Dreaming Out Loud,6
OneRepublic,Apologize,Dreaming Out Loud,6
Sam Hunt,Take Your Time,Montevallo,4
Sam Hunt,Take Your Time,Montevallo,0
Flume,What About Us,Lockjaw,2
Tatiana Manaois,Helplessly,Lovely,8
Parcels,Older,Older,8
Khalid,Coaster,American Teen,8
Avicii,The Nights,The Days / Nights,6
Eminem,You Don't Know,You Don't Know,8
Eminem,You Don't Know,You Don't Know,1
Eminem,You Don't Know,You Don't Know,1
Eminem,You Don't Know,You Don't Know,1
Katy Perry,The One That Got Away - Acoustic,Katy Perry - Teenage Dream: The Complete Confection,8
Justin Bieber,Down To Earth,My World,2
NAO,It's You,February 15,6
NAO,It's You,February 15,6
NAO,It's You,February 15,6
Austin Moon,Superhero,Austin & Ally: Turn It Up,8
Austin Moon,Superhero,Austin & Ally: Turn It Up,0
Call Me Karizma,F U Till I F U (feat. Cass),Uninvited,2
Canaan Smith,We Got Us,We Got Us,6
